subject,predicate,object,target,relation,novelty
youth,enjoy,fun,sun,location_on,established
characteristic,cause,difference,park,location_on,established
NASA,send,ant,orbit,location_on,established
pupil,type,answer,type,location_on,established
programme,teach,knowledge,field,location_on,established
study,perform,research,form,location_on,established
study,perform,research,form,location_on,established
Kelley,want,people,people,location_on,established
boss,call,Dujardin,boss,location_on,established
form,find,way,form,location_on,established
form,find,way,form,location_on,established
scandal,take,place,field,location_on,established
rape,take,place,house,location_on,established
exercise,fix,subject,head,location_on,established
filmmaker,play,father,father,location_on,established
God,bless,troop,field,location_on,established
course,take,place,form,location_on,established
course,take,place,form,location_on,established
Jogjakarta,share,pride,share,location_on,established
Rizaeli,plant,spinach,sack,location_on,established
contribution,comprise,information,map,location_on,established
law,bring,state,line,location_on,established
people,change,thing,people,location_on,established
people,change,thing,people,location_on,established
light,start,twist,water,location_on,established
third,take,place,house,location_on,established
mom,find,something,room,location_on,established
mom,find,something,room,location_on,established
Shareski,hit,nail,head,location_on,established
membrane,cover,pit,cover,location_on,established
DOC,get,egg,face,location_on,established
DOC,get,egg,face,location_on,established
body,find,comfort,bed,location_on,established
expert,summarize,thought,book,location_on,established
line,manage,replacement,line,location_on,established
state,see,advance,see,location_on,established
state,see,advance,see,location_on,established
seal,bear,monument,seal,location_on,established
girl,carry,water,water,location_on,established
LORD,send,rain,land,location_on,established
LORD,send,rain,land,location_on,established
Mills,offer,class,book,location_on,established
Buddha,write,teaching,book,location_on,established
consultation,take,place,form,location_on,established
consultation,take,place,form,location_on,established
energy,explain,inclusion,list,location_on,established
Tech,spread,material,farm,location_on,established
year,see,increase,see,location_on,established
Federation,identify,landmark,map,location_on,established
US,put,Libya,list,location_on,established
US,put,Libya,list,location_on,established
lawmaker,change,focus,water,location_on,established
parent,lose,interest,parent,location_on,established
service,employ,people,people,location_on,established
Bryant,see,flash,see,location_on,established
crew,use,trick,book,location_on,established
child,spend,time,child,location_on,established
child,spend,time,child,location_on,established
medium,blame,loss,field,location_on,established
medium,blame,loss,field,location_on,established
soldier,seize,position,soldier,location_on,established
Stuart,find,poster,poster,location_on,established
man,make,structure,man,location_on,established
Revolutionaries,slap,left,face,location_on,established
meeting,take,place,house,location_on,established
meeting,take,place,house,location_on,established
collage,frame,photo,frame,location_on,established
Carroll,put,smile,face,location_on,established
cullinane,compliment,Lukas,book,location_on,established
Theagenes,welcome,charicle,bank,location_on,established
grandfather,hold,mortgage,house,location_on,established
crack,open,tinnie,spot,location_on,established
rhetoric,reach,peak,house,location_on,established
people,express,disappointment,people,location_on,established
sky,smack,umbrella,onto,location_on,established
sky,smack,umbrella,onto,location_on,established
maximum,allow,concentration,water,location_on,established
Jensen,put,name,name,location_on,established
people,bring,alcohol,people,location_on,established
God,deform,child,child,location_on,established
lady,hit,nail,head,location_on,established
city,honor,specialist,field,location_on,established
city,honor,specialist,field,location_on,established
participant,discuss,impact,land,location_on,established
HR,keep,application,file,location_on,established
woman,walk,dog,dog,location_on,established
woman,walk,dog,dog,location_on,established
man,hold,vibrator,man,location_on,established
blood,stain,bathroom,blood,location_on,established
type,change,zone,type,location_on,established
board,withdraw,demand,face,location_on,established
board,withdraw,demand,face,location_on,established
repetition,worm,way,worm,location_on,established
Gavitt,break,window,room,location_on,established
Ahasuerus,lay,tribute,land,location_on,established
chair,place,hand,hand,location_on,established
Duderstadt,put,matter,floor,location_on,established
US,mount,defense,face,location_on,established
US,mount,defense,face,location_on,established
thread,seed,way,thread,location_on,established
datum,indicate,heterogenity,field,location_on,established
Europeans,set,foot,foot,location_on,established
observer,take,observation,farm,location_on,established
observer,take,observation,farm,location_on,established
bush,take,root,head,location_on,established
bush,take,root,head,location_on,established
body,increase,confidence,field,location_on,established
Watermans,make,point,book,location_on,established
Watermans,make,point,book,location_on,established
Department,torpedo,negotiation,torpedo,location_on,established
oskara,shove,meatshield,face,location_on,established
shade,break,law,book,location_on,established
student,explore,art,film,location_on,established
pang,bring,child,child,location_on,established
Department,identify,inconsistency,level,location_on,established
Department,identify,inconsistency,level,location_on,established
piece,put,smile,face,location_on,established
piece,put,smile,face,location_on,established
beach,push,decoy,beach,location_on,established
keeper,get,something,ball,location_on,established
keeper,get,something,ball,location_on,established
Washington,spend,night,house,location_on,established
Yu,shine,flashlight,face,location_on,established
Rex,need,direction,house,location_on,established
lady,shower,bouquet,shower,location_on,established
lady,shower,bouquet,shower,location_on,established
tension,take,root,shoulder,location_on,established
tension,take,root,shoulder,location_on,established
man,lose,sled,man,location_on,established
Foley,turn,game,head,location_on,established
Congress,decide,ratification,form,location_on,established
portion,manipulate,datum,portion,location_on,established
foot,press,paw,foot,location_on,established
DC,take,flyer,book,location_on,established
Todenhofer,release,finding,book,location_on,established
-PRON-,play,possum,face,location_on,established
bombshell,put,ass,air,location_on,established
i,throw,door,face,location_on,established
city,rise,star,star,location_on,established
city,rise,star,star,location_on,established
MacArthur,remind,reader,book,location_on,established
James,follow,Al,room,location_on,established
Drake,take,place,line,location_on,established
hair,hold,head,head,location_on,established
Federation,recognize,Margot,book,location_on,established
Federation,recognize,Margot,book,location_on,established
demonstrator,spend,year,jail,location_on,established
demonstrator,spend,year,jail,location_on,established
neighbour,take,mail,house,location_on,established
neighbour,take,mail,house,location_on,established
Mannion,throw,hurley,air,location_on,established
military,put,life,line,location_on,established
military,put,life,line,location_on,established
trader,sell,Joseph,land,location_on,established
trader,sell,Joseph,land,location_on,established
grey,bring,comfort,room,location_on,established
U.S.,accredit,institution,form,location_on,established
VC,put,price,head,location_on,established
VC,put,price,head,location_on,established
Obama,slam,door,face,location_on,established
driver,shoot,Mulder,head,location_on,established
driver,shoot,Mulder,head,location_on,established
Stevn,hit,nail,head,location_on,established
man,lead,team,man,location_on,established
FFTA,take,place,land,location_on,established
Kamalabadi,share,insight,share,location_on,established
Beverly,set,tricorder,bed,location_on,established
child,enjoy,right,child,location_on,established
child,enjoy,right,child,location_on,established
topic,deserve,punch,face,location_on,established
topic,deserve,punch,face,location_on,established
view,show,paper,paper,location_on,established
view,show,paper,paper,location_on,established
man,hold,shelf,man,location_on,established
People,put,money,bank,location_on,established
people,build,snowman,people,location_on,established
FDA,regulate,DEHP,water,location_on,established
man,put,money,man,location_on,established
man,put,money,man,location_on,established
labourer,form,case,form,location_on,established
glue,hold,hair,glue,location_on,established
SDF,keep,post,water,location_on,established
Henderson,balance,spoon,balance,location_on,established
Defendant,deny,mining,land,location_on,established
Defendant,deny,mining,land,location_on,established
Defence,deny,mining,land,location_on,established
Defence,deny,mining,land,location_on,established
stock,take,root,earth,location_on,established
stock,take,root,earth,location_on,established
States,bring,violence,level,location_on,established
shot,hit,somebody,head,location_on,established
attacker,open,fire,fire,location_on,established
attacker,open,fire,fire,location_on,established
narrator,call,people,people,location_on,established
narrator,call,people,people,location_on,established
Amphitrite,discover,message,bottle,location_on,established
Gilmour,reach,top,top,location_on,established
Link,retransmit,block,block,location_on,established
bill,file,session,file,location_on,established
Dauphin,see,biscuit,see,location_on,established
Dauphin,see,biscuit,see,location_on,established
God,hate,injustice,form,location_on,established
Robertson,put,price,head,location_on,established
forgiveness,include,increase,ball,location_on,established
tablet,bring,news,picture,location_on,established
Eric,cast,bag,bag,location_on,established
game,take,place,field,location_on,established
game,take,place,field,location_on,established
cody,describe,fare,field,location_on,established
worker,transform,office,stage,location_on,established
motion,turn,concept,head,location_on,established
desperation,write,line,line,location_on,established
Matt,place,hand,hand,location_on,established
Punk,strike,Undertaker,head,location_on,established
Historia,take,place,land,location_on,established
people,plant,explosive,people,location_on,established
officer,highlight,letter,file,location_on,established
man,identify,world,man,location_on,established
environment,find,variability,level,location_on,established
i,leave,windbreaker,room,location_on,established
force,tighten,embargo,camp,location_on,established
hoof,hit,Reta,shoulder,location_on,established
health,characterize,man,man,location_on,established
mother,bring,income,mother,location_on,established
mother,bring,income,mother,location_on,established
Isaac,sow,seed,seed,location_on,established
segment,channelize,distribution,segment,location_on,established
man,raise,portcullis,man,location_on,established
man,raise,portcullis,man,location_on,established
work,involve,research,field,location_on,established
work,involve,research,field,location_on,established
Cena,miss,charge,corner,location_on,established
army,defeat,rebel,beach,location_on,established
girl,enjoy,day,beach,location_on,established
girl,enjoy,day,beach,location_on,established
limitation,guarantee,gap,list,location_on,established
child,represent,God,child,location_on,established
child,represent,God,child,location_on,established
Uma,worship,Siva,form,location_on,established
address,include,subject,address,location_on,established
address,include,subject,address,location_on,established
youth,lower,Thirty,onto,location_on,established
water,stick,hair,water,location_on,established
Conall,put,hand,hand,location_on,established
Roode,whip,York,whip,location_on,established
