utterance,year,relation,target,object,verb
clutch_vvi his_appge shoulder_nn1 with_iw a_at1 grasp_nn1 ,1902,instrument,grasp,shoulder,clutch
tighten_vvg his_appge grasp_nn1 on_ii the_at spoke_nn2 ,1903,locatum_on,grasp,spoke,tighten
strengthen_vvn his_appge grasp_nn1 on_ii the_at assembly_nn1 ,1903,locatum_on,grasp,assembly,strengthen
loosen_vvd my_appge sword_nn1 from_ii its_appge grasp_nn1 ,1904,location_out,grasp,sword,loosen
pull_vvd her_appge hand_nn1 from_ii his_appge grasp_nn1 ,1905,location_out,grasp,hand,pull
retain_vvd her_appge_ppho1 grasp_nn1 on_ii the_at mainsheet_nn1 ,1905,locatum_on,grasp,mainsheet,retain
free_vvi the_at people_nn from_ii the_at grasp_nn1 ,1906,location_out,grasp,people,free
drop_vvd the_at locket_nn1 from_ii his_appge grasp_nn1 ,1906,location_out,grasp,locket,drop
wrest_vvg america_np1 from_ii her_appge grasp_nn1 ,1907,location_out,grasp,america,wrest
wrench_vvi his_appge hand_nn1 from_ii my_appge grasp_nn1 ,1909,location_out,grasp,hand,wrench
take_vvd her_appge hand_nn1 from_ii his_appge grasp_nn1 ,1909,location_out,grasp,hand,take
wrench_vvd the_at weapon_nn1 from_ii his_appge grasp_nn1 ,1911,location_out,grasp,weapon,wrench
feel_vvd the_at grasp_nn1 on_ii his_appge arm_nn1 ,1911,locatum_on,grasp,arm,feel
pry_vvd its_appge grasp_nn1 from_ii the_at boat_nn1 ,1912,locatum_out,grasp,boat,pry
tear_vvg the_at paper_nn1 from_ii his_appge grasp_nn1 ,1912,location_out,grasp,paper,tear
wrench_vvd the_at sword_nn1 from_ii my_appge grasp_nn1 ,1912,location_out,grasp,sword,wrench
find_vvd_vvn his_appge grasp_nn1 on_ii the_at principle_nn2 ,1915,locatum_on,grasp,principle,find
wrench_vvd the_at revolver_nn1 from_ii his_appge grasp_nn1 ,1915,location_out,grasp,revolver,wrench
tighten_vvd his_appge grasp_nn1 on_ii a_at1 handful_nn1 ,1917,locatum_on,grasp,handful,tighten
loose_vvn its_appge grasp_nn1 on_ii his_appge imagination_nn1 ,1920,locatum_on,grasp,imagination,loose
relinquish_vvn her_appge_ppho1 grasp_nn1 on_ii his_appge arm_nn1 ,1920,locatum_on,grasp,arm,relinquish
pull_vvd_vvn the_at curtain_nn1 from_ii their_appge grasp_nn1 ,1921,location_out,grasp,curtain,pull
permit_vvd_vvn his_appge grasp_nn1 on_ii his_appge rifle_nn1 ,1921,locatum_on,grasp,rifle,permit
tear_vvd the_at weapon_nn1 from_ii his_appge grasp_nn1 ,1922,location_out,grasp,weapon,tear
pull_vvd_vvn the_at play_nn1 from_ii the_at grasp_nn1 ,1925,location_out,grasp,play,pull
wrest_vvz the_at whip_nn1 from_ii her_appge grasp_nn1 ,1929,location_out,grasp,whip,wrest
loosen_vvn its_appge grasp_nn1 on_ii her_appge wrist_nn1 ,1941,locatum_on,grasp,wrist,loosen
tear_vvi her_appge arm_nn1 from_ii his_appge grasp_nn1 ,1944,location_out,grasp,arm,tear
get_vvg the_at horse_nn1 from_ii the_at grasp_nn1 ,1946,location_out,grasp,horse,get
cling_vvg her_appge grasp_nn1 on_ii my_appge arm_nn1 ,1949,locatum_on,grasp,arm,cling
wrench_vvi the_at wheel_nn1 from_ii his_appge grasp_nn1 ,1950,location_out,grasp,wheel,wrench
maintain_vvi their_appge grasp_nn1 on_ii the_at prisoner_nn2 ,1953,locatum_on,grasp,prisoner,maintain
get_vvi a_at1 grasp_nn1 on_ii his_appge thought_nn2 ,1954,locatum_on,grasp,thought,get
wrench_vvz_nn2 gun_nn1 from_ii his_appge grasp_nn1 ,1955,location_out,grasp,gun,wrench
remove_vvg his_appge sleeve_nn1 from_ii her_appge grasp_nn1 ,1957,location_out,grasp,sleeve,remove
withdraw_vvi his_appge hand_nn2 from_ii her_appge grasp_nn1 ,1957,location_out,grasp,hand,withdraw
lose_vvz his_appge grasp_nn1 on_ii the_at driftwood_nn1 ,1959,locatum_on,grasp,driftwood,lose
retain_vvi a_at1 grasp_nn1 on_ii the_at land_nn1 ,1963,locatum_on,grasp,land,retain
wrest_vvz the_at book_nn1 from_ii my_appge grasp_nn1 ,1967,location_out,grasp,book,wrest
strike_vvd the_at scimitar_nn1 from_ii his_appge grasp_nn1 ,1967,location_out,grasp,scimitar,strike
consolidate_vvg their_appge grasp_nn1 on_ii the_at country_nn1 ,1968,locatum_on,grasp,country,consolidate
have_vhi a_at1 grasp_nn1 on_ii the_at pole_nn1 ,1972,locatum_on,grasp,pole,have
snatch_vvd her_appge hair_nn1 from_ii his_appge grasp_nn1 ,1972,location_out,grasp,hair,snatch
shift_vvg his_appge grasp_nn1 from_ii her_appge throat_nn1 ,1977,locatum_out,grasp,throat,shift
impress_vvz teacher_nn2 with_iw his_appge grasp_nn1 ,1977,instrument,grasp,teacher,impress
strengthen_vvd_vvn a_at1 grasp_nn1 on_ii the_at intent_nn1 ,1978,locatum_on,grasp,intent,strengthen
twitch_vvd her_appge hand_nn1 from_ii my_appge grasp_nn1 ,1985,location_out,grasp,hand,twitch
yank_vvz her_appge elbow_nn1 from_ii his_appge grasp_nn1 ,1987,location_out,grasp,elbow,yank
twist_vvd the_at pitchfork_nn1 from_ii his_appge grasp_nn1 ,1988,location_out,grasp,pitchfork,twist
get_vvz a_at1 grasp_nn1 on_ii the_at land_nn1 ,1990,locatum_on,grasp,land,get
knock_vvg the_at ball_nn1 from_ii his_appge grasp_nn1 ,1993,location_out,grasp,ball,knock
shift_vvd his_appge grasp_nn1 from_ii my_appge person_nn1 ,1993,locatum_out,grasp,person,shift
get_vvi a_at1 grasp_nn1 on_ii the_at situation_nn1 ,1995,locatum_on,grasp,situation,get
release_vvz her_appge grasp_nn1 on_ii his_appge throat_nn1 ,1997,locatum_on,grasp,throat,release
loosen_vvz the_at grasp_nn1 on_ii her_appge mouth_nn1 ,1997,locatum_on,grasp,mouth,loosen
jerk_vvd the_at cylinder_nn1 from_ii her_appge grasp_nn1 ,2002,location_out,grasp,cylinder,jerk
pull_vvg my_appge hand_nn1 from_ii his_appge grasp_nn1 ,2003,location_out,grasp,hand,pull
shift_vvd_vvn his_appge grasp_nn1 on_ii the_at professor_nn1 ,2005,locatum_on,grasp,professor,shift
knock_vvg the_at stopgun_nn1 from_ii his_appge grasp_nn1 ,2005,location_out,grasp,stopgun,knock
weaken_vvn his_appge grasp_nn1 on_ii the_at place_nn1 ,2006,locatum_on,grasp,place,weaken
pull_vvd his_appge hand_nn1 from_ii her_appge grasp_nn1 ,2007,location_out,grasp,hand,pull
release_vvd his_appge grasp_nn1 from_ii the_at metal_nn1 ,2007,locatum_out,grasp,metal,release
tighten_vvd her_appge_ppho1 grasp_nn1 on_ii the_at wheel_nn1 ,2009,locatum_on,grasp,wheel,tighten
make_vvd his_appge saying_nn2 like_ii a_at1 house_nn1 ,1815,agent,house,saying,make
take_vvi your_appge house_nn1 on_ii my_appge way_nn1 ,1823,locatum_on,house,way,take
enter_vv0 mary_np1 from_ii the_at house_nn1 ,1826,location_out,house,mary,enter
apprehend_vvi expulsion_nn1 from_ii her_appge house_nn1 ,1827,location_out,house,expulsion,apprehend
could_vm my_appge passage_nn1 from_ii the_at house_nn1 ,1827,location_out,house,passage,could
get_vvn_vvd a_at1 bill_nn1 through_ii the_at house_nn1 ,1827,instrument,house,bill,get
include_vvn the_at house_nn2 on_ii the_at right_nn1_jj ,1830,locatum_on,house,right,include
rize_vv0 spread_nn1_vvn_vv0 through_ii the_at house_nn1 ,1830,instrument,house,spread,rize
build_vvz his_appge house_nn1 on_ii the_at sea_nn1 ,1831,locatum_on,house,sea,build
withdraw_vvg his_appge residence_nn1 from_ii her_appge house_nn1 ,1831,location_out,house,residence,withdraw
make_vvd no_at impression_nn1 on_ii the_at house_nn1 ,1831,location_on,house,impression,make
see_vvi a_at1 tiler_nn1 on_ii a_at1 house_nn1 ,1832,location_on,house,tiler,see
approach_vvi the_at house_nn1 from_ii the_at quarter_nn1 ,1832,locatum_out,house,quarter,approach
approach_vvg the_at house_nn1 from_ii a_at1 distance_nn1 ,1832,locatum_out,house,distance,approach
organize_vvi the_at house_nn1 on_ii a_at1 system_nn1 ,1832,locatum_on,house,system,organize
spread_vv0_nn1 confusion_nn1 through_ii the_at house_nn1 ,1832,instrument,house,confusion,spread
obtain_vvn leave_nn1_vv0 from_ii the_at house_nn1 ,1833,location_out,house,leave,obtain
receive_vvi notice_nn1 from_ii the_at house_nn1 ,1833,location_out,house,notice,receive
form_vvg a_at1 convention_nn1 with_iw the_at house_nn1 ,1833,instrument,house,convention,form
change_vvd work_nn with_iw the_at house_nn1 ,1833,instrument,house,work,change
be_vbn a_at1 house_nn1 on_ii the_at shore_nn1 ,1833,locatum_on,house,shore,be
march_vvd_vvn the_at prisoner_nn1 through_ii the_at house_nn1 ,1834,instrument,house,prisoner,march
change_vvd work_nn with_iw the_at house_nn1 ,1834,instrument,house,work,change
pursue_vvd_vvn their_appge way_nn1 from_ii the_at house_nn1 ,1835,location_out,house,way,pursue
divide_vvg the_at road_nn1 from_ii the_at house_nn2 ,1835,location_out,house,road,divide
have_vhd house_nn2 on_ii the_at island_nn1 ,1835,locatum_on,house,island,have
exclude_vvg_ii randolph_np1 from_ii his_appge house_nn1 ,1835,location_out,house,randolph,exclude
rescue_vvi the_at house_nn1 from_ii its_appge fury_nn1 ,1835,locatum_out,house,fury,rescue
enter_vv0 dennis_np1 from_ii the_at house_nn1 ,1836,location_out,house,dennis,enter
purchase_vvd fur_nn2 from_ii the_at house_nn2 ,1836,location_out,house,fur,purchase
have_vhz no_at kindred_nn1_jj with_iw the_at house_nn2 ,1837,instrument,house,kindred,have
purchase_vvd fur_nn2 from_ii the_at house_nn2 ,1837,location_out,house,fur,purchase
address_vvi the_at house_nn1 on_ii a_at1 point_nn1 ,1838,locatum_on,house,point,address
be_vbdz a_at1 flutter_nn1 through_ii the_at house_nn1 ,1838,instrument,house,flutter,be
remove_vvd his_appge baggage_nn1 from_ii the_at house_nn1 ,1839,location_out,house,baggage,remove
make_vvi a_at1 requisition_nn1 on_ii the_at house_nn1 ,1839,location_on,house,requisition,make
address_vvi the_at house_nn1 from_ii the_at tribune_nn1 ,1839,locatum_out,house,tribune,address
ruin_vvn my_appge prospect_nn2 with_iw the_at house_nn1 ,1839,instrument,house,prospect,ruin
enter_vv0 roundtree_nn1_np1 from_ii the_at house_nn1 ,1839,location_out,house,roundtree,enter
make_vvd my_appge retreat_nn1 from_ii the_at house_nn1 ,1840,location_out,house,retreat,make
be_vbz the_at matter_nn1 with_iw the_at house_nn1 ,1843,instrument,house,matter,be
find_vv0 no_at fault_nn1 with_iw the_at house_nn1 ,1843,instrument,house,fault,find
take_vvz a_at1 mortgage_nn1 on_ii a_at1 house_nn1 ,1843,location_on,house,mortgage,take
represent_vv0 the_at church_nn1 as_ii_csa the_at house_nn1 ,1844,agent,house,church,represent
effect_vvi her_appge escape_nn1 from_ii the_at house_nn1 ,1844,location_out,house,escape,effect
enter_vvg a_at1 house_nn1 on_ii the_at rue_np1 ,1844,locatum_on,house,rue,enter
expel_vv0 rum_nn1 from_ii our_appge house_nn2 ,1845,location_out,house,rum,expel
follow_vvg her_appge scholar_nn2 from_ii the_at house_nn1 ,1845,location_out,house,scholar,follow
give_vvg a_at1 mortgage_nn1 on_ii the_at house_nn1 ,1845,location_on,house,mortgage,give
form_vvd the_at communication_nn1 from_ii his_appge house_nn1 ,1845,location_out,house,communication,form
bring_vvi suspicion_nn1 on_ii my_appge house_nn1 ,1846,location_on,house,suspicion,bring
enter_vv0 mary_np1 from_ii the_at house_nn1 ,1846,location_out,house,mary,enter
abandon_vvi my_appge scheme_nn1 on_ii the_at house_nn1 ,1847,location_on,house,scheme,abandon
carry_vv0 our_appge house_nn1 on_ii our_appge back_nn1 ,1847,locatum_on,house,back,carry
bring_vvi the_at money_nn1 from_ii the_at house_nn1 ,1848,location_out,house,money,bring
divide_vvd the_at city_nn1 from_ii the_at house_nn2 ,1848,location_out,house,city,divide
obtain_vvn egress_nn1 from_ii the_at house_nn1 ,1848,location_out,house,egress,obtain
be_vbdz no_at house_nn1 on_ii my_appge way_nn1 ,1849,locatum_on,house,way,be
effect_vvd his_appge escape_nn1 from_ii the_at house_nn1 ,1849,location_out,house,escape,effect
make_vvi his_appge escape_nn1 from_ii the_at house_nn1 ,1849,location_out,house,escape,make
succeed_vvd his_appge exit_nn1 from_ii the_at house_nn1 ,1849,location_out,house,exit,succeed
take_vvd his_appge departure_nn1 from_ii the_at house_nn1 ,1849,location_out,house,departure,take
make_vvd_vvn his_appge escape_nn1 from_ii the_at house_nn1 ,1849,location_out,house,escape,make
build_vvd his_appge house_nn1 on_ii the_at spot_nn1 ,1850,locatum_on,house,spot,build
close_vv0_jj attendance_nn1 on_ii the_at house_nn1 ,1850,location_on,house,attendance,close
confer_vvd_vvn the_at sovereignty_nn1 on_ii the_at house_nn1 ,1851,location_on,house,sovereignty,confer
take_vvi the_at girl_nn1 from_ii the_at house_nn1 ,1852,location_out,house,girl,take
search_vvn the_at house_nn1 from_ii the_at loft_nn1 ,1852,locatum_out,house,loft,search
leave_vvg the_at house_nn1 on_ii the_at morning_nnt1 ,1853,locatum_on,house,morning,leave
pass_vvd_vvn our_appge house_nn1 on_ii his_appge way_nn1 ,1853,locatum_on,house,way,pass
break_vvg faith_nn1 with_iw the_at house_nn1 ,1854,instrument,house,faith,break
be_vbz a_at1 house_nn1 on_ii the_at hill_nn1 ,1854,locatum_on,house,hill,be
divide_vvi the_at house_nn1 on_ii the_at report_nn1 ,1854,locatum_on,house,report,divide
learn_vvn minister_nn2 from_ii their_appge house_nn2 ,1854,location_out,house,minister,learn
know_vvi the_at moon_nn1 from_ii a_at1 house_nn1 ,1855,location_out,house,moon,know
approach_vvg the_at house_nn1 on_ii the_at east_nd1 ,1855,locatum_on,house,east,approach
obtain_vvn arm_nn2 from_ii the_at house_nn1 ,1855,location_out,house,arm,obtain
make_vvd my_appge retreat_nn1 from_ii the_at house_nn1 ,1855,location_out,house,retreat,make
take_vvd her_appge departure_nn1 from_ii the_at house_nn1 ,1855,location_out,house,departure,take
build_vvi house_nn2 on_ii our_appge land_nn1 ,1857,locatum_on,house,land,build
spread_vv0_vvd sunshine_nn1 through_ii the_at house_nn1 ,1857,instrument,house,sunshine,spread
protect_vvi his_appge house_nn1 from_ii the_at attack_nn2 ,1859,locatum_out,house,attack,protect
find_vvi favor_nn1_vv0 with_iw the_at house_nn1 ,1860,instrument,house,favor,find
make_vvz a_at1 murmur_nn1 through_ii the_at house_nn1 ,1860,instrument,house,murmur,make
cleanse_vvi the_at house_nn1 from_ii every_at1 thing_nn1 ,1860,locatum_out,house,thing,cleanse
approach_vvd the_at house_nn1 from_ii the_at shore_nn1 ,1860,locatum_out,house,shore,approach
avert_vvi a_at1 collision_nn1 with_iw the_at house_nn1 ,1861,instrument,house,collision,avert
be_vbi partner_nn2 with_iw the_at house_nn1 ,1861,instrument,house,partner,be
address_vvd the_at house_nn1 on_ii a_at1 topic_nn1 ,1861,locatum_on,house,topic,address
drive_vvd his_appge team_nn1 through_ii the_at house_nn1 ,1862,instrument,house,team,drive
jj_vv0 aristocracy_nn1 on_ii the_at house_nn1 ,1863,location_on,house,aristocracy,jj
approach_vvg the_at house_nn1 from_ii the_at wood_nn2 ,1863,locatum_out,house,wood,approach
leave_vvn my_appge house_nn1 on_ii his_appge account_nn1 ,1864,locatum_on,house,account,leave
be_vbdz a_at1 mile_nnu1 from_ii the_at house_nn1 ,1866,location_out,house,mile,be
take_vvn the_at crown_nn1 from_ii his_appge house_nn1 ,1867,location_out,house,crown,take
demolish_vvn the_at family_nn1 with_iw the_at house_nn1 ,1867,instrument,house,family,demolish
see_vvd your_appge light_nn1_jj from_ii my_appge house_nn1 ,1867,location_out,house,light,see
pass_vvn the_at house_nn1 on_ii its_appge way_nn1 ,1868,locatum_on,house,way,pass
have_vhd a_at1 house_nn1 on_ii the_at palatine_np1 ,1868,locatum_on,house,palatine,have
eject_vvg romer_np1 from_ii the_at house_nn1 ,1868,location_out,house,romer,eject
conduct_vvd the_at israelite_nn2 from_ii the_at house_nn1 ,1868,location_out,house,israelite,conduct
express_vvd sympathy_nn1 with_iw the_at house_nn1 ,1869,instrument,house,sympathy,express
be_vbz a_at1 debt_nn1 on_ii the_at house_nn1 ,1869,location_on,house,debt,be
force_vvi his_appge measure_nn2 through_ii the_at house_nn1 ,1870,instrument,house,measure,force
force_vvg its_appge measure_nn2 through_ii the_at house_nn1 ,1870,instrument,house,measure,force
turn_vv0 an_at1 eye_nn1 on_ii the_at house_nn1 ,1871,location_on,house,eye,turn
seek_vvg vengeance_nn1 on_ii our_appge house_nn1 ,1871,location_on,house,vengeance,seek
have_vhi her_appge house_nn1 on_ii her_appge hand_nn2 ,1871,locatum_on,house,hand,have
produce_vv0 house_nn1 on_ii the_at levee_nn1 ,1872,locatum_on,house,levee,produce
enter_vvd the_at house_nn1 on_ii his_appge return_nn1 ,1872,locatum_on,house,return,enter
pass_vvd the_at senate_nn1 be_vbz the_at house_nn1 ,1872,goal,house,senate,pass
build_vvn a_at1 house_nn1 on_ii the_at corner_nn2 ,1873,locatum_on,house,corner,build
want_vv0 a_at1 change_nn1 from_ii your_appge house_nn1 ,1873,location_out,house,change,want
be_vbdz an_at1 attack_nn1 on_ii the_at house_nn1 ,1873,location_on,house,attack,be
get_vvi the_at amendment_nn1 through_ii the_at house_nn1 ,1873,instrument,house,amendment,get
gain_vvi glory_nn1 from_ii the_at house_nn1 ,1873,location_out,house,glory,gain
reach_vvn the_at store_nn1 from_ii his_appge house_nn1 ,1874,location_out,house,store,reach
do_vdn philosophy_nn1 be_vbz a_at1 house_nn1 ,1874,goal,house,philosophy,do
leave_vvi the_at house_nn1 on_ii the_at day_nnt1 ,1874,locatum_on,house,day,leave
hide_vvd the_at house_nn1 from_ii the_at avenue_nn1 ,1874,locatum_out,house,avenue,hide
follow_vvd her_appge father_nn1 from_ii the_at house_nn1 ,1875,location_out,house,father,follow
exterminate_vvi the_at disease_nn1 from_ii the_at house_nn1 ,1875,location_out,house,disease,exterminate
pass_vvn their_appge house_nn1 on_ii his_appge journey_nn2 ,1875,locatum_on,house,journey,pass
furnish_vvi the_at house_nn1 from_ii the_at saving_nn2 ,1875,locatum_out,house,saving,furnish
keep_vvi money_nn1 from_ii the_at house_nn1 ,1875,location_out,house,money,keep
take_vvd a_at1 mortgage_nn1 on_ii his_appge house_nn1 ,1875,location_on,house,mortgage,take
cross_vvg the_at house_nn1 on_ii a_at1 line_nn1 ,1876,locatum_on,house,line,cross
liberate_vv0 slade_np1 from_ii the_at house_nn1 ,1876,location_out,house,slade,liberate
meet_vvi the_at house_nn2 on_ii their_appge assembly_nn1 ,1877,locatum_on,house,assembly,meet
receive_vvn instruction_nn2 from_ii the_at house_nn1 ,1877,location_out,house,instruction,receive
elect_vvg a_at1 president_nn1 by_ii the_at house_nn1 ,1877,instrument,house,president,elect
cover_vv0 the_at interest_nn1 on_ii the_at house_nn2 ,1877,location_on,house,interest,cover
keep_vvi house_nn1 on_ii the_at farm_nn1 ,1877,locatum_on,house,farm,keep
seek_vvi an_at1 exit_nn1 from_ii the_at house_nn1 ,1877,location_out,house,exit,seek
enter_vvi the_at house_nn1 on_ii the_at night_nnt1 ,1878,locatum_on,house,night,enter
reach_vvd the_at house_nn1 from_ii the_at appropriation_np1_nn2 ,1879,locatum_out,house,appropriation,reach
illuminate_vvn his_appge house_nn1 on_ii the_at evening_nnt1 ,1880,locatum_on,house,evening,illuminate
take_vvg liberty_nn2 with_iw his_appge house_nn1 ,1880,instrument,house,liberty,take
get_vvi a_at1 railroad_nn1 through_ii the_at house_nn1 ,1880,instrument,house,railroad,get
desire_vvd a_at1 draft_nn1 on_ii a_at1 house_nn1 ,1880,location_on,house,draft,desire
keep_vvd a_at1 lookout_nn1 from_ii a_at1 house_nn1 ,1880,location_out,house,lookout,keep
hide_vvd the_at house_nn1 from_ii our_appge view_nn1 ,1880,locatum_out,house,view,hide
make_vvz house_nn2 on_ii the_at sand_nn1 ,1880,locatum_on,house,sand,make
drive_vvd rip_np1 from_ii his_appge house_nn1 ,1880,location_out,house,rip,drive
protect_vvz a_at1 house_nn1 from_ii a_at1 mob_nn1 ,1881,locatum_out,house,mob,protect
have_vhi a_at1 sign_nn1 on_ii her_appge house_nn1 ,1881,location_on,house,sign,have
occupy_vvi a_at1 house_nn1 on_ii the_at bank_nn1 ,1882,locatum_on,house,bank,occupy
push_vvi the_at bill_nn1 through_ii the_at house_nn1 ,1882,instrument,house,bill,push
put_vvz an_at1 addition_nn1 on_ii his_appge house_nn1 ,1882,location_on,house,addition,put
carry_vvg a_at1 child_nn1 from_ii the_at house_nn1 ,1883,location_out,house,child,carry
impress_vvi his_appge opinion_nn1 on_ii the_at house_nn1 ,1883,location_on,house,opinion,impress
take_vvi a_at1 tour_nn1 through_ii the_at house_nn1 ,1883,instrument,house,tour,take
make_vvi a_at1 raid_nn1 on_ii the_at house_nn1 ,1883,location_on,house,raid,make
get_vvi the_at bill_nn1 through_ii the_at house_nn1 ,1884,instrument,house,bill,get
make_vvd his_appge way_nn1 from_ii the_at house_nn1 ,1884,location_out,house,way,make
carry_vvd a_at1 hoe_nn1 through_ii the_at house_nn1 ,1884,instrument,house,hoe,carry
lead_vvd the_at way_nn1 from_ii the_at house_nn1 ,1884,location_out,house,way,lead
hold_vvz his_appge house_nn1 on_ii a_at1 lease_nn1 ,1885,locatum_on,house,lease,hold
separate_vv0 the_at house_nn2 from_ii the_at street_nn1 ,1885,locatum_out,house,street,separate
